和风天气海外热门城市列表 v1.2
城市ID	大洲	国家中文	国家英文	城市中文	城市英文	纬度	经度
IN1260086	亚洲	印度	India	巴特那	Patna	25.6	85.11667
IN1487053	亚洲	印度	India	普巴尼	Phulbani	20.5	84.3
IN1259693	亚洲	印度	India	彼拉尼	Pilani	28.3684	75.6041
IN1259686	亚洲	印度	India	比利皮德	Pilibhit	28.63333	79.8
IN1487054	亚洲	印度	India	本地治里	Pondicherry	12	79.8
IN1259395	亚洲	印度	India	波尔班达尔	Porbandar	21.64219	69.60929
IN1487055	亚洲	印度	India	布莱尔港	Port Blair	11.7	92.7
IN1259229	亚洲	印度	India	浦那	Pune	18.51957	73.85535
IN1259184	亚洲	印度	India	普里	Puri	19.8	85.85
IN1487056	亚洲	印度	India	布尔尼亚	Purnea	25.3	87.5
IN1487057	亚洲	印度	India	普路赖	Purulia	23.3	86.4
IN1259102	亚洲	印度	India	卡兹古德	Qazigund	33.63333	75.15
IN1259012	亚洲	印度	India	赖久尔	Raichur	16.2	77.36667
IN1259005	亚洲	印度	India	赖格尔	Raigarh	21.9	83.4
IN1258972	亚洲	印度	India	赖布尔	Raipur	26.05	74.01667
IN1258952	亚洲	印度	India	赖森	Raisen	23.33333	77.8
IN1258847	亚洲	印度	India	拉杰果德	Rajkot	22.3	70.78333
IN1258492	亚洲	印度	India	朗吉亚	Rangia	26.46667	91.63333
IN1258342	亚洲	印度	India	拉特兰	Ratlam	23.31667	75.06667
IN1258338	亚洲	印度	India	勒德纳吉里	Ratnagiri	16.98333	73.3
IN1258294	亚洲	印度	India	拉克索	Raxaul	26.98333	84.85
IN1258182	亚洲	印度	India	雷瓦	Rewa	24.53333	81.3
IN1258076	亚洲	印度	India	罗塔克	Rohtak	28.9	76.56667
IN1258044	亚洲	印度	India	罗克	Roorkee	29.86667	77.88333
IN1487058	亚洲	印度	India	罗尔凯勒	Rourkela	22.2	84.9
IN1257851	亚洲	印度	India	萨加尔	Sagar	23.85	78.75
IN1257629	亚洲	印度	India	塞勒姆	Salem	11.65	78.16667
IN1257542	亚洲	印度	India	森伯尔布尔	Sambalpur	21.45	83.96667
IN1257416	亚洲	印度	India	桑迦利	Sangli	16.85438	74.56417
IN1257055	亚洲	印度	India	萨达拉	Satara	17.68333	73.98333
IN1257022	亚洲	印度	India	萨特纳	Satna	24.583332	80.833336
IN1256728	亚洲	印度	India	斯哈赫贾汉普尔	Shahjahanpur	27.88333	79.91667
IN1487059	亚洲	印度	India	桑提尼克坦	Shantiniketan	23.6	87.7
IN1256593	亚洲	印度	India	谢奥布尔	Sheopur	25.66667	76.7
IN1256523	亚洲	印度	India	西隆	Shillong	25.56892	91.88313
IN1256237	亚洲	印度	India	西姆拉	Shimla	31.1	77.16667
IN1256515	亚洲	印度	India	希莫加	Shimoga	13.91667	75.56667
IN1487060	亚洲	印度	India	希拉利	Shirali	14.1	74.5
IN1256451	亚洲	印度	India	希沃布里	Shivpuri	25.43333	77.65
IN1487061	亚洲	印度	India	肖拉普尔	Sholapur	17.7	75.9
IN1256388	亚洲	印度	India	锡布萨格尔	Sibsagar	26.98333	94.63333
IN1256287	亚洲	印度	India	锡尔杰尔	Silchar	24.81667	92.8
IN1487062	亚洲	印度	India	斯里古里	Siliguri	26.7	88.4
IN1255634	亚洲	印度	India	斯利那加	Srinagar	34.08333	74.81667
IN1255396	亚洲	印度	India	苏包尔	Supaul	26.11667	86.6
IN1255364	亚洲	印度	India	苏拉特	Surat	21.16667	72.83333
IN1255349	亚洲	印度	India	苏仁德拉那加	Surendranagar	22.7	71.68333
IN1487063	亚洲	印度	India	塔东	Tadong	27.3	85.6
IN1487064	亚洲	印度	India	唐拉	Tangla	26.6	91.9
IN1254808	亚洲	印度	India	特赫里	Tehri	30.38333	78.48333
IN1254710	亚洲	印度	India	提斯普尔	Tezpur	26.63333	92.8
IN1254649	亚洲	印度	India	坦贾武尔	Thanjavur	10.8	79.15
IN1254163	亚洲	印度	India	蒂鲁文南特不勒姆	Thiruvananthapuram	8.48333	76.91667
IN1487065	亚洲	印度	India	特里苏尔	Thrissur	10.5	76.2
IN1254249	亚洲	印度	India	栋迪	Tondi	9.73333	79.01667
IN1254241	亚洲	印度	India	栋格	Tonk	26.16667	75.78333
IN1254054	亚洲	印度	India	杜尼	Tuni	17.35	82.55
IN1254046	亚洲	印度	India	图拉	Tura	25.51983	90.22007
IN1253987	亚洲	印度	India	乌代布尔	Udaipur	24.58	73.7
IN1487066	亚洲	印度	India	乌塔卡蒙德	Udhagamandalam	11.4	76.7
IN1253914	亚洲	印度	India	乌贾因	Ujjain	23.18333	75.76667
IN1253863	亚洲	印度	India	乌玛利亚	Umaria	23.53333	80.83333
IN1253472	亚洲	印度	India	瓦尔巴赖	Valparai	10.36667	76.96667
IN1253405	亚洲	印度	India	瓦拉纳西	Varanasi	25.333332	83
IN1253286	亚洲	印度	India	韦洛尔	Vellore	12.93333	79.13333
IN1253257	亚洲	印度	India	文古尔拉	Vengurla	15.86667	73.63333
IN1253237	亚洲	印度	India	韦拉沃尔	Veraval	20.9	70.36667
IN1253200	亚洲	印度	India	毗底沙	Vidisha	23.53333	77.81667
IN1253184	亚洲	印度	India	维杰亚瓦达	Vijayawada	16.51667	80.61667
IN1253102	亚洲	印度	India	维沙卡帕特南	Visakhapatnam	17.69004	83.20925
IN1252942	亚洲	印度	India	瓦尔达	Wardha	20.75	78.61667
IN1487067	亚洲	印度	India	亚瓦特马尔	Yeotmal	20.4	78.2
ID1214520	亚洲	印度尼西亚	Indonesia	棉兰	Medan	3.58333	98.66667
ID1621177	亚洲	印度尼西亚	Indonesia	日惹	Yogyakarta	-7.78278	110.36083
ID1622786	亚洲	印度尼西亚	Indonesia	望加锡	Makassar	-5.14	119.4221
ID1625822	亚洲	印度尼西亚	Indonesia	泗水	Surabaya	-7.24917	112.75083
ID1626916	亚洲	印度尼西亚	Indonesia	三口洋市	Singkawang	0.9	109
ID1633034	亚洲	印度尼西亚	Indonesia	帕卢	Palu	-0.8917	119.8707
ID1633070	亚洲	印度尼西亚	Indonesia	巨港	Palembang	-2.91673	104.7458
ID1633419	亚洲	印度尼西亚	Indonesia	巴东	Padang	-0.94924	100.35427
ID1636022	亚洲	印度尼西亚	Indonesia	马塔普拉	Martapura	-3.41667	114.85
ID1636308	亚洲	印度尼西亚	Indonesia	曼诺瓦里	Manokwari	-0.86667	134.08333
ID1636544	亚洲	印度尼西亚	Indonesia	万鸦老	Manado	1.487	124.8455
ID1643837	亚洲	印度尼西亚	Indonesia	哥伦打洛	Gorontalo	0.5412	123.0595
ID1645528	亚洲	印度尼西亚	Indonesia	丹帕沙	Denpasar	-8.65	115.21667
ID1650357	亚洲	印度尼西亚	Indonesia	万隆	Bandung	-6.90389	107.61861
ID1650527	亚洲	印度尼西亚	Indonesia	巴厘巴板	Balikpapan	-1.26753	116.82887
ID1651531	亚洲	印度尼西亚	Indonesia	安汶	Ambon	-3.69543	128.1814
ID2057087	亚洲	印度尼西亚	Indonesia	古邦	Kupang	-10.16667	123.58333
ID1651591	亚洲	印度尼西亚	Indonesia	阿马哈伊	Amahai	-3.33333	128.91667
ID1650077	亚洲	印度尼西亚	Indonesia	外南梦	Banyuwangi	-8.2325	114.35755
ID1648636	亚洲	印度尼西亚	Indonesia	毕栋	Bitung	1.4451	125.1824
ID2486001	亚洲	印度尼西亚	Indonesia	芝拉扎	Cilacap	-7.7	109
ID2486002	亚洲	印度尼西亚	Indonesia	埃纳罗塔利	Enarotali	-3.9	136.4
ID2486003	亚洲	印度尼西亚	Indonesia	格斯尔	Geser	-3.8	130.8
ID1642911	亚洲	印度尼西亚	Indonesia	雅加达	Jakarta	-6.21462	106.84513
ID1641977	亚洲	印度尼西亚	Indonesia	卡利昂厄特	Kalianget	-7.05	113.93333
ID1636806	亚洲	印度尼西亚	Indonesia	马杰内	Majene	-3.5403	118.9707
ID1634614	亚洲	印度尼西亚	Indonesia	纳比雷	Nabire	-3.36667	135.48334
ID2486004	亚洲	印度尼西亚	Indonesia	楠勒阿	Namlea	-3.3	127.1
ID2486005	亚洲	印度尼西亚	Indonesia	楠阿皮诺	Nangapinoh	-0.3	111.8
ID2486006	亚洲	印度尼西亚	Indonesia	巴罗	Paloh	-1.7	109.3
ID1632654	亚洲	印度尼西亚	Indonesia	槟港	Pangkalpinang	-2.13333	106.13333
ID2486007	亚洲	印度尼西亚	Indonesia	那雷尼	Ranai	4	108.4
ID2486008	亚洲	印度尼西亚	Indonesia	萨拉纳	Sanana	-2.1	126
ID1627896	亚洲	印度尼西亚	Indonesia	三堡垄港市	Semarang	-6.9932	110.4203
ID1627549	亚洲	印度尼西亚	Indonesia	瑟朗	Serang	-6.1149	106.1502
ID2486009	亚洲	印度尼西亚	Indonesia	新当	Sintang	0.1	111.5
ID2486010	亚洲	印度尼西亚	Indonesia	塔纳默拉	Tanahmerah	-6.1	140.3
ID2486011	亚洲	印度尼西亚	Indonesia	达仁巴	Tarempa	3.2	106.3
ID1624494	亚洲	印度尼西亚	Indonesia	特加尔	Tegal	-6.8694	109.1402
ID2486012	亚洲	印度尼西亚	Indonesia	迪米卡	Timika	-4.7	136.4
ID2486013	亚洲	印度尼西亚	Indonesia	瓦梅纳	Wamena	-4.1	138.9
IR145459	亚洲	伊朗	Iran	阿巴丹岛	Abadan	30.3392	48.3043
IR145449	亚洲	伊朗	Iran	阿巴代	Abadeh	31.1608	52.6506
IR2544001	亚洲	伊朗	Iran	阿布穆萨岛	Abu Musa	25.8	54.8
IR144616	亚洲	伊朗	Iran	阿哈尔	Ahar	38.4774	47.0699
IR2544002	亚洲	伊朗	Iran	阿瓦兹	Ahwaz	31.3	48.7
IR2544003	亚洲	伊朗	Iran	安扎里	Anzali	37.5	49.5
IR143127	亚洲	伊朗	Iran	阿拉克	Arak	34.09174	49.68916
IR2544004	亚洲	伊朗	Iran	阿德比尔	Ardebil	38.3	48.3
IR141736	亚洲	伊朗	Iran	巴姆	Bam	29.106	58.357
IR2544005	亚洲	伊朗	Iran	伦格港	Bandar Lengeh	26.6	54.8
IR2544006	亚洲	伊朗	Iran	班达阿巴斯	Bandarabbass	27.1	56.2
IR140463	亚洲	伊朗	Iran	比尔詹德	Birjand	32.86628	59.22114
IR2544007	亚洲	伊朗	Iran	布什尔	Bushehr	29	50.8
IR2544008	亚洲	伊朗	Iran	加兹温	Ghazvin	36.3	50
IR132892	亚洲	伊朗	Iran	古尔甘	Gorgan	36.83866	54.43475
IR2544009	亚洲	伊朗	Iran	哈麦丹	Hamedan	34.8	48.5
IR130802	亚洲	伊朗	Iran	伊拉姆	Ilam	33.6374	46.4227
IR1160939	亚洲	伊朗	Iran	伊朗沙赫尔	Iranshahr	27.20245	60.68476
IR2544010	亚洲	伊朗	Iran	伊斯法罕	Isfahan	32.5	51.7
IR2544011	亚洲	伊朗	Iran	贾斯克	Jask	26.6	57.8
IR128477	亚洲	伊朗	Iran	卡珊	Kashan	33.98308	51.43644
IR128234	亚洲	伊朗	Iran	克尔曼	Kerman	30.28321	57.07879
IR128226	亚洲	伊朗	Iran	科曼莎	Kermanshah	34.31417	47.065
IR2544012	亚洲	伊朗	Iran	哈格岛	Kharg	29.3	50.3
IR2544013	亚洲	伊朗	Iran	豪尔	Khor	33.8	55.1
IR127349	亚洲	伊朗	Iran	霍拉马巴德	Khorramabad	33.48778	48.35583
IR2544014	亚洲	伊朗	Iran	霍伊	Khoy	38.5	45
IR2544015	亚洲	伊朗	Iran	基什岛	Kish Island	26.5	54
IR2544016	亚洲	伊朗	Iran	克拉那克	Konarak	25.4	60.4
IR2544017	亚洲	伊朗	Iran	马库	Makko	39.3	44.4
IR2544018	亚洲	伊朗	Iran	马拉盖	Maragheh	37.4	46.3
IR124665	亚洲	伊朗	Iran	马什哈德	Mashhad	36.297	59.6062
IR2544019	亚洲	伊朗	Iran	瑙沙赫尔	Noshahr	36.5	51.6
IR2544020	亚洲	伊朗	Iran	乌尔米耶	Orumieh	37.5	45.1
IR112931	亚洲	伊朗	Iran	德黑兰	Tehran	35.69439	51.42151
IR2544021	亚洲	伊朗	Iran	拉姆萨尔	Ramsar	36.9	50.7
IR118743	亚洲	伊朗	Iran	雷什特	Rasht	37.28077	49.58319
IR118063	亚洲	伊朗	Iran	萨卜泽瓦尔	Sabzevar	36.2126	57.68191
IR117574	亚洲	伊朗	Iran	萨南达季	Sanandaj	35.3144	46.9923
IR2544022	亚洲	伊朗	Iran	萨拉	Sarab	37.9	47.5
IR1159716	亚洲	伊朗	Iran	萨拉赫斯	Sarakhs	36.5449	61.1577
IR2544023	亚洲	伊朗	Iran	萨拉万	Saravan	27.3	62.3
IR116402	亚洲	伊朗	Iran	塞姆南	Semnan	35.57291	53.39714
IR135423	亚洲	伊朗	Iran	沙鲁德	Shahrud	36.41819	54.97628
IR115019	亚洲	伊朗	Iran	设拉子	Shiraz	29.6036	52.5388
IR114259	亚洲	伊朗	Iran	锡尔詹	Sirjan	29.452	55.6814
IR113659	亚洲	伊朗	Iran	塔巴斯	Tabas	33.59586	56.92437
IR113646	亚洲	伊朗	Iran	大不里士	Tabriz	38.08	46.2919
IR2544024	亚洲	伊朗	Iran	托儿巴特海达里耶	Torbat Heydarieh	35.3	59.2
IR111822	亚洲	伊朗	Iran	亚兹德	Yazd	31.89722	54.3675
IR1113217	亚洲	伊朗	Iran	扎布尔	Zabol	31.0287	61.5012
IR1159301	亚洲	伊朗	Iran	扎黑丹	Zahedan	29.4963	60.8629
IR111453	亚洲	伊朗	Iran	赞詹	Zanjan	36.6736	48.4787
IQ99532	亚洲	伊拉克	Iraq	巴士拉	Basrah	30.53488	47.78885
IQ739901	亚洲	伊拉克	Iraq	巴格达	Baghdad	33.2	44.2
IQ739902	亚洲	伊拉克	Iraq	阿玛拉	Amara	31.8	47.2
IQ739903	亚洲	伊拉克	Iraq	亚拿	Anah	34.4	42
IQ739904	亚洲	伊拉克	Iraq	巴德拉	Badrah	33.1	46
IQ739905	亚洲	伊拉克	Iraq	拜伊吉	Baiji	34.9	43.5
IQ739914	亚洲	伊拉克	Iraq	拉发雷尔	Rafaei	31.7	46.1
IQ739915	亚洲	伊拉克	Iraq	拉马迪	Ramadi	33.5	43.3
IQ739916	亚洲	伊拉克	Iraq	鲁特拜	Rutbah	33	40.3
IQ739917	亚洲	伊拉克	Iraq	撒拉丁	Salahaddin	36.4	44.2
IQ739918	亚洲	伊拉克	Iraq	萨马沃	Samawa	31.3	45.3
IQ448149	亚洲	伊拉克	Iraq	辛贾尔	Sinjar	36.32092	41.87542
IQ739919	亚洲	伊拉克	Iraq	索兰	Soran	36.9	44.6
IQ739907	亚洲	伊拉克	Iraq	迪瓦尼耶	Diwaniya	32	45
IQ90150	亚洲	伊拉克	Iraq	提克里特	Tikrit	34.60712	43.67822
IQ739920	亚洲	伊拉克	Iraq	图兹	Tuz	34.9	44.7
IQ96309	亚洲	伊拉克	Iraq	哈迪塔	Hadithah	34.13972	42.37806
IQ739908	亚洲	伊拉克	Iraq	海拉	Hella	32.5	44.5
IQ739921	亚洲	伊拉克	Iraq	扎胡	Zakho	37.1	42.7
IQ739909	亚洲	伊拉克	Iraq	卡尔巴拉	Kerbela	32.6	44
IQ739910	亚洲	伊拉克	Iraq	哈奈根	Khanaqin	34.3	45.4
IQ94787	亚洲	伊拉克	Iraq	基尔库克	Kirkuk	35.46806	44.39222
IQ739911	亚洲	伊拉克	Iraq	库特	Kut	32.5	45.8
IQ99072	亚洲	伊拉克	Iraq	摩苏尔	Mosul	36.335	43.11889
IQ739912	亚洲	伊拉克	Iraq	纳贾夫	Najaf	32	44.3
IQ739913	亚洲	伊拉克	Iraq	纳西里耶	Nasiriya	31	46.2
IL293397	亚洲	以色列	Israel	特拉维夫	Tel Aviv	32.08088	34.78057
IL314501	亚洲	以色列	Israel	耶路撒冷	Jerusalem	31.8	35.2
IL314502	亚洲	以色列	Israel	北阿什杜德	Ashdod North	31.9	34.7
IL314503	亚洲	以色列	Israel	贝尔谢巴市	Beersheva City	31.2	34.8
IL295277	亚洲	以色列	Israel	埃拉特	Eilat	29.55805	34.94821
IL314504	亚洲	以色列	Israel	奥华特	Ovda	30	34.8
JP1859307	亚洲	日本	Japan	北九州	Kitakyushu	33.83333	130.83333
JP2130741	亚洲	日本	Japan	网走	Abashiri	44.02127	144.26971
JP4334001	亚洲	日本	Japan	油津	Aburatsu	31.6	131.4
JP4334002	亚洲	日本	Japan	相川	Aikawa	38	138.3
JP4334003	亚洲	日本	Japan	网代	Ajiro	35	139.1
JP2113126	亚洲	日本	Japan	秋田市	Akita	39.71667	140.11667
JP1865401	亚洲	日本	Japan	阿久根	Akune	32.01667	130.2
JP2130658	亚洲	日本	Japan	青森县	Aomori	40.82444	140.74
JP2130629	亚洲	日本	Japan	旭川市	Asahikawa	43.76778	142.37029
JP4334004	亚洲	日本	Japan	阿苏火山	Asosan	32.9	131.1
JP2113015	亚洲	日本	Japan	千叶市	Chiba	35.60472	140.12334
JP1864637	亚洲	日本	Japan	秩父	Chichibu	35.99028	139.07639
JP4334005	亚洲	日本	Japan	父岛	Chichijima	27.1	142.2
JP4334006	亚洲	日本	Japan	銚子市	Choshi	35.7	140.9
JP4334007	亚洲	日本	Japan	枝幸郡	Esashi	41.9	140.1
JP4334008	亚洲	日本	Japan	富士山	Fujisan	35.4	138.7
JP4334009	亚洲	日本	Japan	深浦	Fukaura	40.7	139.9
JP1863997	亚洲	日本	Japan	福江	Fukue	32.68806	128.84193
JP1863985	亚洲	日本	Japan	福井	Fukui	36.06443	136.22256
JP1863967	亚洲	日本	Japan	福冈	Fukuoka	33.60639	130.41806
JP2112923	亚洲	日本	Japan	福岛	Fukushima	37.75	140.46777
JP1863917	亚洲	日本	Japan	福山	Fukuyama	34.48333	133.36667
JP4334010	亚洲	日本	Japan	伏木	Fushiki	36.8	137.1
JP1863641	亚洲	日本	Japan	岐阜	Gifu	35.4	136.76
JP4334011	亚洲	日本	Japan	羽幌町	Haboro	44.4	141.7
JP2130203	亚洲	日本	Japan	八户	Hachinohe	40.5	141.5
JP1863418	亚洲	日本	Japan	秋港	Hagi	34.4	131.41667
JP2130188	亚洲	日本	Japan	函馆	Hakodate	41.77583	140.73666
JP1863310	亚洲	日本	Japan	滨田	Hamada	34.9	132.07
JP1863289	亚洲	日本	Japan	浜松市	Hamamatsu	34.7	137.73334
JP1862636	亚洲	日本	Japan	彦根市	Hikone	35.25	136.25
JP1862627	亚洲	日本	Japan	姫路	Himeji	34.81667	134.7
JP1862555	亚洲	日本	Japan	平户	Hirado	33.35972	129.55305
JP1862415	亚洲	日本	Japan	广岛	Hiroshima	34.39627	132.45937
JP1862373	亚洲	日本	Japan	日田	Hita	33.31667	130.93333
JP1862352	亚洲	日本	Japan	人吉	Hitoyoshi	32.21667	130.75
JP1861864	亚洲	日本	Japan	饭田	Iida	35.51965	137.82074
JP1861835	亚洲	日本	Japan	饭冢	Iizuka	33.63333	130.68333
JP4334012	亚洲	日本	Japan	伊良湖	Irako	34.6	137.1
JP4334013	亚洲	日本	Japan	西表岛	Iriomotejima	24.4	123.8
JP4334014	亚洲	日本	Japan	石廊崎	Irozaki	34.6	138.9
JP4334015	亚洲	日本	Japan	石垣岛	Ishigakijima	24.3	124.2
JP2112576	亚洲	日本	Japan	石卷市	Ishinomaki	38.41667	141.3
JP2129870	亚洲	日本	Japan	岩见泽	Iwamizawa	43.20028	141.75972
JP4334016	亚洲	日本	Japan	硫磺岛	Iwoto	24.8	141.3
JP4334017	亚洲	日本	Japan	严原	Izuhara	34.2	129.3
JP1860827	亚洲	日本	Japan	鹿儿岛	Kagoshima	31.56018	130.55814
JP1860243	亚洲	日本	Japan	金泽	Kanazawa	36.59444	136.62556
JP4334018	亚洲	日本	Japan	轻井泽	Karuizawa	36.3	138.6
JP2112309	亚洲	日本	Japan	胜浦	Katsuura	35.13333	140.3
JP4334019	亚洲	日本	Japan	河口湖	Kawaguchiko	35.5	138.8
JP4334020	亚洲	日本	Japan	北见枝幸	Kitamiesashi	44.9	142.6
JP1859171	亚洲	日本	Japan	神户	Kobe	34.6913	135.183
JP1859146	亚洲	日本	Japan	高知县	Kochi	33.55972	133.53111
JP1859100	亚洲	日本	Japan	甲府市	Kofu	35.66389	138.56833
JP1858428	亚洲	日本	Japan	熊谷市	Kumagaya	36.13333	139.38333
JP1858421	亚洲	日本	Japan	熊本	Kumamoto	32.78972	130.74167
JP4334021	亚洲	日本	Japan	久米岛	Kumejima	26.3	126.8
JP1858296	亚洲	日本	Japan	吴市	Kure	34.23333	132.56667
JP2129376	亚洲	日本	Japan	钏路	Kushiro	42.975	144.37473
JP4334022	亚洲	日本	Japan	倶知安町	Kutchan	42.9	140.8
JP1857910	亚洲	日本	Japan	京都	Kyoto	35.02107	135.75385
JP1857843	亚洲	日本	Japan	前桥市	Maebashi	36.39111	139.06084
JP1857766	亚洲	日本	Japan	舞鹤	Maizuru	35.45	135.33333
JP1857712	亚洲	日本	Japan	枕崎	Makurazaki	31.26667	130.31667
JP1857550	亚洲	日本	Japan	松江	Matsue	35.47222	133.05057
JP1857519	亚洲	日本	Japan	松本市	Matsumoto	36.23333	137.96667
JP1926099	亚洲	日本	Japan	松山	Matsuyama	33.83916	132.76575
JP4334023	亚洲	日本	Japan	南大东村岛	Minamidaitojima	25.8	131.2
JP4334024	亚洲	日本	Japan	南鸟岛	Minamitorishima	24.3	154
JP1856977	亚洲	日本	Japan	三岛	Mishima	35.11667	138.91667
JP2111901	亚洲	日本	Japan	水户市	Mito	36.34139	140.44667
JP4334025	亚洲	日本	Japan	三宅岛	Miyakejima	34.1	139.5
JP2111884	亚洲	日本	Japan	宫古	Miyako	39.63667	141.9525
JP4334026	亚洲	日本	Japan	宫古岛	Miyakojima	24.8	125.3
JP1856775	亚洲	日本	Japan	都城市	Miyakonojo	31.73333	131.06667
JP1856717	亚洲	日本	Japan	宫崎市	Miyazaki	31.91111	131.42389
JP2129163	亚洲	日本	Japan	纹别市	Mombetsu	44.3525	143.3525
JP2111834	亚洲	日本	Japan	盛冈	Morioka	39.70361	141.1525
JP2129101	亚洲	日本	Japan	室兰	Muroran	42.31722	140.98807
JP2127878	亚洲	日本	Japan	陆奥市	Mutsu	41.28944	141.21693
JP1856215	亚洲	日本	Japan	长野	Nagano	36.65139	138.1811
JP1856177	亚洲	日本	Japan	长崎	Nagasaki	32.74472	129.87361
JP1856068	亚洲	日本	Japan	名护	Nago	26.58806	127.97611
JP1856057	亚洲	日本	Japan	名古屋市	Nagoya	35.18147	136.9064
JP1856035	亚洲	日本	Japan	那霸	Naha	26.2125	127.68111
JP1855612	亚洲	日本	Japan	奈良	Nara	34.68505	135.80486
JP2128975	亚洲	日本	Japan	根室	Nemuro	43.32361	145.575
JP1855431	亚洲	日本	Japan	新潟	Niigata	37.90222	139.0236
JP1855395	亚洲	日本	Japan	日光	Nikko	36.75	139.61667
JP1855095	亚洲	日本	Japan	延冈	Nobeoka	32.58333	131.66667
JP2128815	亚洲	日本	Japan	带广	Obihiro	42.91722	143.20444
JP2111530	亚洲	日本	Japan	大船渡	Ofunato	39.07167	141.71667
JP1854487	亚洲	日本	Japan	大分	Oita	33.23806	131.6125
JP1854383	亚洲	日本	Japan	冈山	Okayama	34.66167	133.935
JP4334027	亚洲	日本	Japan	冲永良部	Okinoerabu	27.4	128.7
JP4334028	亚洲	日本	Japan	御前崎市	Omaezaki	34.6	138.2
JP4334029	亚洲	日本	Japan	小名滨	Onahama	37	140.9
JP1853909	亚洲	日本	Japan	大阪	Osaka	34.69374	135.50218
JP4334030	亚洲	日本	Japan	大岛渚	Oshima	34.8	139.4
JP2128574	亚洲	日本	Japan	小樽市	Otaru	43.18944	141.00221
JP1853514	亚洲	日本	Japan	尾鹫	Owase	34.06667	136.2
JP1850147	亚洲	日本	Japan	东京	Tokyo	35.6895	139.69171
JP2128382	亚洲	日本	Japan	留萌	Rumoi	43.93444	141.64278
JP4334031	亚洲	日本	Japan	料理	Ryori	39	141.8
JP1853303	亚洲	日本	Japan	佐贺	Saga	33.24932	130.2988
JP4334032	亚洲	日本	Japan	西乡	Saigo	36.2	133.3
JP1853193	亚洲	日本	Japan	堺市	Sakai	35.54	133.24
JP1853140	亚洲	日本	Japan	酒田	Sakata	38.91667	139.855
JP2128295	亚洲	日本	Japan	札幌	Sapporo	43.06417	141.34694
JP1852899	亚洲	日本	Japan	佐世保	Sasebo	33.15917	129.72278
JP2111149	亚洲	日本	Japan	仙台市	Sendai	38.26889	140.87193
JP4334033	亚洲	日本	Japan	清水	Shimizu	32.7	133
JP1852225	亚洲	日本	Japan	下关港市	Shimonoseki	33.95	130.95
JP2111065	亚洲	日本	Japan	新城	Shinjo	38.75861	140.30083
JP4334034	亚洲	日本	Japan	潮岬	Shionomisaki	33.5	135.8
JP4334035	亚洲	日本	Japan	白河	Shirakawa	37.1	140.2
JP1851717	亚洲	日本	Japan	静岡	Shizuoka	34.97694	138.38306
JP1851462	亚洲	日本	Japan	宿毛	Sukumo	32.93333	132.73334
JP1851426	亚洲	日本	Japan	洲本	Sumoto	34.35	134.9
JP4334036	亚洲	日本	Japan	寿都郡	Suttsu	42.8	140.2
JP1851368	亚洲	日本	Japan	诹访	Suwa	36.03799	138.11308
JP1851282	亚洲	日本	Japan	多度津	Tadotsu	34.275	133.75
JP4334037	亚洲	日本	Japan	高田	Takada	37.1	138.3
JP1851100	亚洲	日本	Japan	高松	Takamatsu	34.34028	134.04333
JP1850892	亚洲	日本	Japan	高山市	Takayama	36.13333	137.25
JP4334038	亚洲	日本	Japan	种子岛	Tanegashima	30.7	131
JP4334039	亚洲	日本	Japan	立野	Tateno	36	140.1
JP1850523	亚洲	日本	Japan	馆山	Tateyama	34.98333	139.86667
JP1850158	亚洲	日本	Japan	德岛	Tokushima	34.06583	134.55943
JP2127733	亚洲	日本	Japan	苫小牧	Tomakomai	42.63694	141.60333
JP1849892	亚洲	日本	Japan	鸟取县	Tottori	35.5	134.23334
JP1849876	亚洲	日本	Japan	富山	Toyama	36.69528	137.2114
JP1849831	亚洲	日本	Japan	丰岗	Toyooka	35.53333	134.83333
JP1849592	亚洲	日本	Japan	敦贺市	Tsuruga	35.64547	136.0558
JP1849519	亚洲	日本	Japan	津山	Tsuyama	35.05	134
JP4334040	亚洲	日本	Japan	浦河郡	Urakawa	42.2	142.8
JP1849154	亚洲	日本	Japan	牛深	Ushibuka	32.19056	130.02278
JP1849053	亚洲	日本	Japan	宇都宫	Utsunomiya	36.56583	139.8836
JP1926020	亚洲	日本	Japan	宇和岛市	Uwajima	33.22375	132.56001
JP4334041	亚洲	日本	Japan	轮岛	Wajima	37.4	136.9
JP4334042	亚洲	日本	Japan	若松	Wakamatsu	37.5	139.9
JP1926004	亚洲	日本	Japan	和歌山	Wakayama	34.22611	135.1675
JP2127515	亚洲	日本	Japan	稚内	Wakkanai	45.40944	141.67389
JP4334043	亚洲	日本	Japan	屋久岛	Yakushima	30.4	130.7
JP2110556	亚洲	日本	Japan	山形县	Yamagata	38.24056	140.36333
JP1848689	亚洲	日本	Japan	山口	Yamaguchi	34.18583	131.47139
JP1848373	亚洲	日本	Japan	四日市	Yokkaichi	34.96667	136.61667
JP1848354	亚洲	日本	Japan	横滨	Yokohama	35.44778	139.6425
