,mayili_comment
6666,感觉特别特别的可惜，但是我明白无法修复的那道伤疤永远都在或显眼或不显眼的地方，真的好心疼你，加油，你会拥有更美好的未来。 
6667,独立女性的洒脱 
6668,以后更幸福哦@马伊琍 
6669,加油！ 
6670,挥别错的才能和对的相逢 你值得拥有更好的！加油！爱你(*￣3￣)╭♡比心 
6671,前半生已去，祝你后半生精彩无憾 
6672,已经破了的镜子就不要再修补了，你有能力买一个新的。支持你！ 
6673,为啥 
6674,愿你不再妥协，做回敢爱敢恨的夏琳。 
6675,挺难受的看到这个信息 希望你们两个以后过得都好 
6676,女神 你要好好的 我很喜欢你 
6677,你永远是我心中的小太阳🌞好好的 
6678,还是没有熬过去 
6679,一直很喜欢你，希望你能幸福 
6680,爱你们 
6681,看来还是离了 
6682,太美的誓言都是太年轻，白驹过隙，最后陪伴你的人才是拥有那份心意不变的人 
6683,希望将来你们一切都好，愿你后半生依然幸福，依然我行我素，愿意一切安好，不需要上热评，只希望我的评论能让你感受这世间些许温暖 
6684,唉唉唉唉 
6685,马伊琍要好好的加油 
6686,最喜欢明星夫妻除了孙俪邓超就是你们，各自安好 
6687,马司令你配更好的，相信会比现在幸福一百倍 
6688,分开才是另一种重生，那些个事情是再长的时间也无法修复的！曾经的忍耐都是为了孩子吧 
6689,原来是真的 
6690,你配得上所有美好 爱你 
6691,你值得拥有更好的来珍惜你爱你保护你，一直很喜欢你，加油💪希望你越来越好，两个宝贝也越来越好 
6692,真的直面现实勇敢的人有几个 知道你一定一切安好 加油 
6693,女神一定要找到幸福 
6694,唉 好可惜 
6695,希望你以后能遇到你的贺函 
6696,哎 
6697,真的可惜，但是祝你幸福。 
6698,可以按照自己的想法过生活了，加油💪 
6699,加油。马姐姐。心疼三秒钟。相信你会更好 
6700,回复@赵天天:哈哈哈哈哈 
6701,心凉了，还会暖吗? 
6702,加油，女神！ 
6703,等我赚够了一亿我娶你。 
6704,实属不想看到此情此景此婚姻，但是我还是挺你，因为不想看到你累，不想让你过的将就，想让优秀的人有掌声的回应，有真心的人在身旁！ 
6705,真的被刘孜说对了 
6706,女人加油 
6707,你值得更好的 
6708,加油，有真心的人在身旁！ 
6709,和平分手，各自找自己的幸福。 
6710,我的女神，加油，你要好好的 
6711,找自己的幸福去吧  
6712,终究还是离了，成全了对方，各自安好 
6713,见怪不怪了 
6714, 
6715,哈哈哈 姚迪今天是真开心了 不为文章恢复单身 只为马伊琍最终还是输了 也算出了一口气～ 
6716,这个世界上真的有真爱吗？娱乐圈想离就离，想结就结，为啥我们就不可以这么洒脱，憋屈 
6717,这个社会谁离开谁都一样过，加油，女神 
6718,余生祝你幸福，你值得，我的司令大人 
6719,前半生已经过去，后半生请好好对自己 
6720,开始你的后半生，收获你的幸福 
6721,未来的日子里，一定要幸福 
6722,娃呢？娃娃怎么办？ 
6723,女神会遇到那个生死相依的那个人 
6724,人生最好的三个词是久别重逢、失而复得、虚惊一场，但却没有「和好如初」。只因和好容易，如初太难。 
6725,支持马伊琍，你是心里强大的女人。 
6726,回复@绾一头青丝:真会说 
6727,谁都靠不住 
6728,一别两宽 各生欢喜 
6729,挺好的。从你们在一起开始，我就觉得他配不上你！ 
6730,实属不想看到此情此景此婚姻，但是我还是挺你，因为不想看到你累，不想让你过的将就，想让优秀的人有掌声的回应，有真心的人在身旁！ 
6731,我的女神 
6732,哭晕在厕所 
6733, 
6734,小男人就是不靠谱 
6735,好好的 
6736,人生不能倒带，珍惜往日美好，玻璃碎了再修复伤痕就是影子，活在当下 
6737,放过别人，放过自己 
6738,抱抱 
6739,你应该得到更好的 
6740, 
6741,马司令，为什么？我不能接受，希望你平安一生幸福一生 
6742, 
6743,愿你成就更好的自己，加油 
6744,0.5的铅放到0.7的自动铅笔里了，没法用，扔之。 
6745,就是真正的爱过，所以才不会将就过一辈子，一别两宽，愿各自安好 
6746,我想可能只有你成就过他！ 
6747,👌 
6748,终归是破镜难圆啊 
6749,震惊，但你要加油 
6750,且行且珍惜 
6751,恋爱甜蜜，婚姻不易！且行且珍惜已经不在了，更多的是余生安好🙏 做个普通人真好！ 
6752,加油💪 
6753,勇敢一点！会有属于你的贺函等着你的！ 
6754,越来越不懂什么是爱了。 感觉爱就是可着劲伤害，伤害了还可着劲说爱你。 
6755, 
6756,各自安好吧 
6757,觉得挺可惜的 
6758,会有更爱你的， 
6759,回复@YL丶雅麗:是的，时间会证明一切， 
6760,加油！你会遇到更好的人！你值得被人好好珍惜！ 
6761,离开并不意味着结束，谁知道下一站会有怎样的风景，也许真的有个贺涵一样的人在等你！马伊琍我们永远支持你！永远都要坚持做自己，不要委屈自己~希望你幸福😁 
6762,浴火重生 
6763,伊琍姐，每一天都要幸福。爱你！ 
6764,后半生一定好好幸福 
6765,不再为生活委曲求全自己的感情，挺好的 
6766,可惜了之前的爱与期盼 望余生不悔  爱你伊琍 
6767,你很棒，为了爱情，为了家庭，你把事业和家庭都处理的很好，有些东西不值得你再去费神，毕竟有些东西是东西，有些东西不是东西，随他去吧，你会拥有很美好的生活，一定会的 
6768,哎呀呀……开心就好 
6769,做最好的自己！加油！！！！ 
6770,一别两宽。支持你！爱你❤ 
6771,你值得更好的，一定要幸福哦！ 
6772,祝好 
6773,你值得更好的 
6774,就两孩子不能跟爸爸妈妈一起生活了 
6775,愿女神后半生良人相伴。 
6776,这几年一直心疼你作为女人的容忍和大度，做为母亲的辛苦，这几年太累了是不是，往后只希望你疗伤的时间不要太长，好好爱自己。 
6777,加油女神 
6778,好好的 
6779,回复@EmperLi:没有腻歪哪来的卧槽 
6780,没关系，你很棒 
6781,挺好的。一定会很好的 
6782,如果够强大，无所谓失去。 
6783,回复@浅蓝微白白:就是啊，愿意离早就离了，也不会等到现在，可能真的是已经精疲力尽，心力交瘁了，都是为了孩子，才撑到现在 
6784,好可惜 
6785,祝福越来越好！像我的前半生里一样精彩！ 
6786,心疼你 但是换个角度又恭喜你 你值得更好的 
6787,所以证实了感情不是有相爱不是有努力就可以的。 
6788,相信你的后半生比前半生过得精彩 
6789,愿老师您以后得日子幸福快乐……做最好的自己……加油＾０＾~ 
6790,你是最美，最自信的女神🍉 
6791,一别两宽。放过自己。💪 
6792,回复@赵天天:突然想到中华上下五千年朝代更替不休……（抱歉。但我爱我国 
6793,再也不相信婚姻了 
6794,和好容易 如初太难 
6795,马女士愿你永远幸福快乐 
6796,祝你幸福 
6797,愿好 
6798,加油💪 
6799,愿一切顺遂安好！时光如你一般清澈明亮 
6800,还没上热搜 
6801,此情有憾，然无对错！人生百转千回，总会有属于自己的一片天！ 
6802,虽然是预料之中，但还是觉得心里有点难过 
6803,可惜了～ 
6804,离了还用上情侣头像了 
6805,愿你余生安好 
6806,你值得拥有更好的 
6807,加油，你值得拥有更好的快乐 
6808,两个女儿什么想法 
6809,女神你要好好的 
6810,真不容易，为了帮助他，熬了这么多年…… 
6811,三观超正，独立、睿智、通透，好聚好散不诋毁，曾经经典“且行且珍惜”！ 
6812,两个女儿，哎，好难过，好喜欢你们，让不让人相信婚姻了 
6813,琍姐，加油 
6814,唉，还是离了，为什么为什么为什么 
6815,嗯，爱情，生活，本就无对错，爱就爱了，分就分了，都是好的～ 
6816, 
6817,我是有感情洁癖强迫症患者，微博上的第一个处女赞，为马伊琍👍！终于离了～婚姻这座围城，没必要把自己困在里面……祝福马伊琍新生活开始吧！ 
6818,回复@EmperLi:文章配不上麻利 
6819,坚强一点 
6820,终于离了 
6821,加油💪 
6822,加油！挺你！ 
6823,马司令前方有更好的在等着你 
6824,后半生要好好的 
6825,终归是破镜难圆 
6826,姐姐你要好好的 
6827,当初超级喜欢你俩 但愿一别两宽 各生欢喜吧 
6828,女神会幸福的 
6829,这样也没什么不好的。各奔幸福比勉强在一起要强。就像他们说的，一别两宽！ 
6830,你值得拥有很好的 
6831,原谅容易，如初太难！愿你们各自安好 
6832,往后，各生欢喜，你也独自美丽 
6833,女神要过好后半生！ 
6834,女神，你会遇到你现实中的贺涵的，余生好好幸福 
6835,马伊利，你会有你的贺涵。 
6836,且行且珍惜！ 
6837,回复@虚幻黑梦:你太狠了 
6838,哎…… 
6839,各自安好，毕竟有过曾经@马伊琍 
6840,爱情，已经让我们不知道是什么东西了？ 
6841,只觉得心好痛！心塞！ 
6842,婚姻是两个事，本来就出现了问题了，怨不得三者 
6843,还是走到了这一步，一别两宽，各自安好 
6844,为你开心  以后只爱自己生的和生自己的  最最爱的还是自己  要加油要幸福❤ 
6845,忠于自己就好。 
6846,很遗憾，很喜欢的一对 
6847,往后余生，快乐是你，幸福是你，随心是你。我依旧支持你…… 
6848,你值得更好的 
6849,心疼你 
6850,早该离了 
6851,人贵有自制能力，要懂得取舍。离开一个错误的人，就等于给了自己重生的机会。 
6852,且行且珍惜 
6853,祝好，我的女神 
6854,好好爱自己，加倍爱孩子 
6855,或看淡或心伤，未来还是要做最好看的马伊琍。 
6856,各自安好 
6857,当年一句且行且珍惜红变了整个网络，现在你们一人一句各生欢喜一别两宽就为你们画上了句话吗，可惜了…… 
6858,都这样了，还说无对错，只能说大气 
6859,虽有遗憾，但围绕你的祝福不断。 
6860,回复@赵天天:看来没有什么是不变的人生不就是这样吗 
6861,劈腿就得离 何必在将就 
6862,曾经的模范夫妻，最后也是走上了这条路，娱乐圈到底有没有永恒的感情呢 
6863,恭喜马伊琍再提新人生 
6864,也许这是解脱，也是幸福的开始，望你余生更好. 
6865,最爱你 
6866,咋还是离了？唉！！！！！！ 
6867,寻找真正属于自己的幸福吧，作为女人你是成功的，加油＾０＾~ 
6868,你会越来越好的！加油！ 
6869,@-邵文倩: 感情有了裂缝后再努力也不能如初，各自安好！ 
6870,离了好，你值得拥有更好的 
6871,占个位置。明天会火吧。。。早该放弃 
6872, 
6873,再也不相信爱情了 
6874,其实你们用的是情侣头像吗 
6875,一直挺你 
6876,莫名难受 
6877,余生，珍重自己！ 
6878,你值得更好的 
6879,各自安好 
6880,子君加油 
6881,非常欣赏马伊琍的[米奇比心] 
6882,爱你 
6883,回复@赵天天:我是一个宝妈，利用网络兼职挣点生活费，无奈被(曹植成140481199006272851上海奉贤人)骗得血本无归，成千上万的家庭都被毁，顺联动力也涉嫌利用微信群线下运作圈钱跑路，被骗10万多，带着孩子已经没有活下去的勇气，希望能帮忙重视一下，让回家重视下这个诈骗案，谢谢 
6884,愿各自安好 
6885,唉，虽说好聚好散，但终归是散了。。。余生可能祝福，但终究流水东去，不再有共同的港湾停留。再好听，终归不再参与！！！喜欢马伊琍，希望遇见更好的男人，你值得更好的！！！祝福🙏 
6886,希望你幸福 
6887,那些不相信爱情的女人，干什么事儿都能成。 
6888,只是觉得痛，为什么男的就不为了家庭自律！ 
6889,往后余生，静寂自欢，爱情烟消云散终不见 
6890,心里很震撼，谁还能相信爱情。 
6891,加油💪 
6892,值得拥有好的后半生，加油💪 
6893,破镜终归不能重圆 
6894,以开放的心拥抱那个更好的自己，前路有更惊喜等着你 
6895,不会吧 
6896,女神支持你的任何决定，挺你加油💪 
6897,😔 
6898,支持你！重新迎接你的幸福吧！女神♡ 
