,wenzhang_comment
7639,我曾经特别喜欢的文章马伊琍组合没了  我感觉很难受  我喜欢你们两个 虽然之前的一切让我让难受  但是你们俩互相鼓励 互相加油 我以为你们会越来越好 没想到现在这个样子 还是希望你们以后越来越好吧  加油 喜欢你们俩 
7640,偶像哎 
7641,回复@嗖哩欧尼:嗖哩也关注他们 
7642,你终究还是负了她 
7643,还是喜欢文章 
7644,希望大家都幸福吧 
7645,好聚好散 
7646,你好好的，加油，我们粉丝都知道你是个好演员 
7647,往后余生 各自安好 
7648,哎 
7649,掌声鼓励 
7650,好好的日子就这样毁了，忘了当初的轰轰烈烈 
7651,你爱她？ 
7652,划重点，他们都用华为 
7653,我竟会觉得文章说的有点儿感人 
7654,我就问一下，剃刀边缘还有2么？ 
7655,哎！ 
7656,没有无痕修复了吗 
7657,各自安好吧，加油 
7658,哥，说人话。你这拽四字短语。看不懂表达什么啊 
7659,回复@goodvibesonly0802:我也用华为，抵制苹果，支持国产支持牛逼华为 
7660,唉 感慨万千 
7661,依然亲情守候 
7662,希望马伊琍以后只有幸福 
7663,希望，原谅，余生，珍重 
7664,今天刚刚还在搜你的剧 余生还长 照顾好自己 
7665,感觉最后两个人还会在一起 
7666,宋仲基发誓说跟宋慧乔不离不弃；李晨说会一直保护范冰冰；谢霆锋说会跟张柏芝好好在一起，文章说这辈子最骄傲的是马伊琍……世间变化那么多，真正永恒不变的，那这就是蔡徐坤 
7667,不太了解他们的婚姻 但是看到余生漫漫依然亲情守候鼻子有点酸 
7668,热搜预留位 
7669,这个梗还是没过去！ 
7670,心痛 
7671,世界怎么了？ 
7672,有点难过 
7673,一别两宽，各自欢喜。终究过不去心里的坎。 
7674,说的很明白，依然亲情守护。 
7675,一直都很喜欢你的演技，人非圣贤孰能无过…… 希望你整理好自己，重新回到自己的演艺事业中，期待！ 
7676,离得不难看 
7677,事业也再上不去了，离了马你啥都不是 
7678,尊重自己 尊重对方 
7679,哈哈哈哈哈 
7680,祝往后各自安好 
7681,哎，人生路漫漫且行且珍惜。一身投入电影事业吧！ 
7682,不希望然后真的 
7683,我晕～ 
7684,什么叫吾爱伊利 
7685,祝你幸福 
7686,希望你多出来演戏，拿出作品来。 
7687,文章哥哥 做好自己就好 你很优秀的 
7688,好可惜！ 
7689,你也要加油！ 
7690,做了无法原谅的错误，结局就是这样的，只是早晚而已 
7691,很喜欢你的电影和你塑造的角色 希望你痛改前非 不要再吸毒了 
7692,我只想看你的新的一些作品，现在的新演员看不下去了，大哥！ 
7693,老公  我依然在  爱你 加油  @文章同學 
7694,你一定要幸福 
7695,回复@电動马达哟:p q w 
7696,啊？ 
7697,女儿的名字呵呵 
7698,？？？我这是发现了啥 
7699,回复@梁艾艾要戒掉Beer:你是幸运的 
7700,男人，呵呵→_→ 
7701,各自安好吧！希望你们余生快乐，健康！出更多，更好的作品 
7702,看着一别两宽这几字太难受了… 
7703,华为或成最大赢家 
7704,[米奇比心][米奇比心][米奇比心][米奇比心] 
7705,一切都是最好的安排！愿各自安好。 
7706,人生漫长，谁也说不了永远 
7707,想起你当年求爱的景象，哭的那个真诚，如今翅膀硬了，就别假惺惺了，爱她你会一次次伤害她，也好，各自安好吧 
7708,祝好 
7709,希望文章以后能把好的作品带给大家！毕竟比起那些吸毒的明星来说还是可以原谅 
7710,然无对错，一别两宽，各生欢喜，依然亲情守候。 
7711,要瘫了 
7712,作为男人你可能有你的理由，作为父亲，丈夫你不称职，有愧 
7713,早该离了 
7714,终是天涯陌路人 
7715,回复@木子尘925:还好吧，我结婚了感觉跟谈恋爱时候区别不大 
7716,一句各生欢喜！包含了多少心酸无奈！ 
7717,回复@电動马达哟:破镜圆了也有裂痕，爱情是容不下污点的， 各自安好吧 💔 
7718,回复@一城一室一人:和男朋友吵的最凶时没有分手，眼看着越来越好的时候毫无征兆的分手了。感情破裂都是积淀已久，在某一个平静的时刻就来了，很遗憾却也无能为力 
7719,周卫国！ 
7720,大哥，心疼你，祝你余生不悲不喜，健康平安。 
7721,我要是你女儿，特别是小女儿长大了不会爱你的，在她刚来到这世界，你却…… 
7722,早就该不要你了 
7723,终归还是分开了，文章是我最喜欢的演员，没有之一！虽然他曾经犯过错，但人非圣贤孰能无过！希望大家别喷他！同学，永远支持你！ 
7724,好好生活 
7725,你这些年也过的不快乐！这样也好！各自珍重吧！ 
7726,你可是我微博关注的第一个人啊。 
7727,吖 
7728,好可惜啊💔 
7729,都多大岁数了还扯啥啊 
7730,皱了的纸，怎么也复原不了 
7731,为什么为什么为什么～ 
7732, 
7733,我在回看你的少帅，真的太好看了！可惜媒体不给你出入，要不然你就是戏骨 
7734,真的很可惜 
7735,卧槽，这人有点多…… 
7736,我呸 还吾爱 够了 
7737,哈哈！离就离了吧，坚持下去也挺痛苦的，很多宣言都成了笑话 
7738,？？？ 
7739,哎，可惜了……隐隐觉得姚迪毁了文章，毁了他的美好家庭大好前程。 
7740,早该离，你根本配不上马伊琍.希望你在以后的日子里吃饭有人喂，走路有人推、夜夜缠绵于病，却长命百岁、不能生育，确儿孙满堂！ 
7741,好好的 
7742,愿你们的好好的！各自活得精彩！ 
7743,各自安好 
7744,回复@电動马达哟:浏览器蹦出消息，赶快来微博热门榜单看。。。。 
7745,吾愛伊琍，同行半路，一别两宽，餘生漫漫，依然親情守候。        ​​​ 
7746,这么帅，离了好！ 
7747,恭喜🎉 
7748,姚迪要上位了吗？ 
7749,婚姻不易，且行且珍惜 
7750,破镜难重圆！ 
7751,垃圾 
7752, 
7753,这咋整的 
7754,真挺喜欢你俩的，哎可惜了，祝好吧 
7755,文章的眼睛里应该又会有光了，感觉和好后两个人都很压抑，果然没有破镜重圆只有重蹈覆辙，跟几个孩子都没关系。人难受就怎么都勉强不了 
7756,轨也出了，婚也离了，这会谈爱！ 
7757,好难过 喜欢你们两个 
7758,去追求各自的幸福吧，愿你们都安好。 
7759,一首体面送上 
7760, 
7761,期待你更好的作品，一直喜欢你 
7762,本以为可以终老，没想还是离了。祝福你们吧！ 
7763,好喜欢你们 
7764,回复@一隻香蕉牛奶:秀儿 
7765,可惜啊！祝福你们吧！ 
7766,一直很喜欢你，有男人味有演技。人没有不犯错的，加油！！ 
7767,离了离了吧，彼此努力过了，人非圣贤，破镜重圆也不再是原来的模样，各自安好 
7768,终于还是辜负了她 
7769,我的男人回来了 
7770,好好从新开始演戏吧 
7771, 
7772,各自安好 
7773,回复@电動马达哟:我都感觉必然的 
7774,回复@一隻香蕉牛奶:宝强呢？ 
7775,好好的大陆人偏要用繁体字，你是被作死的 
7776,回复@电動马达哟:吗 
7777,过往不念！ 
7778,why?what? 
7779,重点
7780,。 
7781,终究还是离了。 
7782,说好的骄傲呢，说好的一路同行呢 
7783,今天是愚人节啊  你俩别这样好吗 
7784,感情就是这样 没有什么一帆风顺 也没有什么经营得当 有时候没了感觉就是没了感觉 人会长大会有新的三观新的思想 你不可能对你长大后的事情没有其他的看法 不管怎么样 文同学 希望你会更好 出更多优秀的作品 加油 一直爱你 
7785,好像只有父母的爱是一直永恒的！ 
7786,为什么？ 
7787,且行且珍惜 
7788,翻身起来，重新做自己！ 
7789,早离迟离 始终要离 
7790,好好演戏吧！演技还是很好的👌 
7791,出道就喜欢的两演员，有了裂痕也许就真的难以修复了~马伊琍&文章  
7792,可以继续你的真性情了挺好的都是最好的安排 
7793,彼此放过 
7794,干嘛啊这是 
7795,犯错了，应该到现在是真的后悔了，既然这个结局避免不了，希望以后好好的，如果换作是我，我这辈子就不娶了，爱情没了，希望友情还在 
7796,回复@一隻香蕉牛奶:镜子破了就是破了。 
7797,解脱吧。好好工作。 
7798,文章同学，今晚必须喝一杯庆祝一下🍻 
7799,早就该离 
7800,14年的道歉文真没有了…… 
7801,百年修的同船度，千年修的共枕眠！ 
7802,超喜欢文章演戏 
7803,感觉这条微博，出自马伊琍 
7804,往后余生 好好拍戏 
7805,加油 
7806,对啊，你还说过这辈子最骄傲的是马伊琍啊，你怎么就放手了呢 
7807,我觉得这样好聚好散挺好的 
7808,回复@一隻香蕉牛奶:你好优秀啊 
7809,回复@goodvibesonly0802:哈哈哈哈哈，笑出声 
7810,陈赫，文章，李小璐，白百何，还有谁啊 
7811,所以跟当初的她旧情复燃了？ 
7812,只要后半句，余生慢慢，依然亲情守候。 
7813,奈何自己没文化，一句卧槽...... 
7814,他们不是不爱了，是彼此都深爱着对方！ 
7815,文章同学 不管怎样 都喜欢你和你的戏 
7816,有不舍亦有感动 
7817,热搜掉了 
7818,好聚好散吧 
7819,加油，文哥…… 
7820,终归是缘分，没什么可表达的！ 
7821,勉强坚持了四五年，还是离了轻松 
7822,加油，期待你的更多美好 
7823,婚姻是为了什么？！ 
7824,这个夏天有毒！ 
7825,一直在喜欢文章的道路上，至今已十年。不论过程，不论结局，不论好坏，所有的路都是好的终点🏁 
7826,文爱马怎么办啊 
7827,希望你一切都好，越来越好 
7828,回复@我爱点点小朋友:我总感觉只要一演戏，张一山和文章就像一个人。 
7829,"""且行且珍惜""的背后包涵了多少心酸，无奈，还有对你的爱，她只想为孩子守住一个完整的家，而你却不懂珍惜！ "
7830,吾爱蒙牛 
7831,回复@电動马达哟:然而沧海桑田，我们回不去了 
7832,虽然知道回不去了，各自安好！也许暮年，想想跟谁过都一样，何苦去伤害孩子？！ 
7833,加油💪 
7834,马司令在家庭中肯定是一个相当强势的存在，当下都说男女平等，可哪个男的心底没有一点大男子主义呢？整日被压迫，被压到一个点儿上会爆发的！如果不是这样，马司令也不会被劈腿两次 
7835,虽然离了。但是对马伊琍最后的尊重。请你不要回去找你那个小三。 
7836,终于还是离了 
7837,说到做不到，又有些忘恩负义，挺不男人。。 
7838,不知道怎么了，感觉特别难过 
7839,终究还是要去找真爱了.... 
7840,读书的时候就喜欢你，即使周一见后还是喜欢你，可你终究还是负了人家，愿以后真的各自安好吧 
7841,。， 
7842,叔 我有机会了吗 
7843,早干什么来！ 
7844,我感觉姚他前面发的戒指是文章买的，过不了多久也许文章与他会一起吧。要不要预言下。 
7845,希望你有好的作品 
7846,自己做的孽，家散了，孩子名字起的真戏剧化，你们都不可怜，可怜孩子了。 
7847,背负过往 何能做到各自欢喜 
7848,好好的吧。 
7849,真的是，破镜难重圆啊 
7850,为啥总是用繁体字 
7851,回复@电動马达哟:挨到19年，也很不容易啦 
7852,对你是好事，加油 
7853,谁都没错，公众人物好难。 
7854,为啥用繁体字？ 
7855,加油吧 
7856,好聚好散吧！ 
7857,一直把你当榜样，文章哥，以后洁身自爱吧 
7858,为什么就回不到过去，破镜难重圆么 
7859,自从那事之后，他一直生活在愧疚中，所有的好也都变成弥补，太累了。彼此放开是一种解脱。愿各自安好 
7860,回复@卜菜故事:各自安好。 
7861,希望能找到自己相爱的人 
7862,@一隻香蕉牛奶: 宋仲基发誓说跟宋慧乔不离不弃；李晨说会一直保护范冰冰；谢霆锋说会跟张柏芝好好在一起，文章说这辈子最骄傲的是马伊琍……世间变化那么多，真正永恒不变的，陪在你身旁的只有国家！ 
7863,宋仲基发誓说跟宋慧乔不离不弃；李晨说会一直保护范冰冰；谢霆锋说会跟张柏芝好好在一起，文章说这辈子最骄傲的是马伊琍……世间变化那么多，真正永恒不变的，陪在你身旁的只有国家！🚩 
7864,只能说各自安好！ 
7865,你是台湾人吗都要用繁体字 
7866,且行且珍惜吧 
7867,你喜欢大海，我爱过你！ 
7868,真希望是玩笑 
7869,你最终还是放弃了. 
7870,终究还是离了 
7871,真的好可惜 
7872,一别两宽，各生欢喜 
7873,支持你 
7874,加油 
7875,且行且珍惜没有珍惜啊 
7876,从此放开内心的挣扎，开心生活 
7877,为了孩子，为了事业，你们努力过就好！过程很痛苦，没有遗憾就可以了！ 
7878,终究还是各走各路，各自幸福吧 
7879,最近一次看到文章同学出镜，变得瘦了黑了，完全没有了当初那时的灵气和光亮了，所以，作为一个同时喜欢马伊琍的女生，我支持你们的选择，做回自己成全自己不要委屈求全，相信孩子们也会希望看到当初那个平等的眼睛放光的爸爸妈妈 
7880,迪迪还在。不慌不慌 
7881,回来好好拍几部精品电影吧，不要被生活舆论影响自己对作品的嗅觉 
